x,y,C
1.4359068794262129,-1.3943983620411826,5.0
-2.2469276574095147,7.769697043534179,6.0
-0.15358502635486962,-4.056012308276238,1.0
-0.8577776751949615,4.565343506739969,1.0
6.114423144588919,-1.6199354841672484,2.0
-10.159573666659668,6.920554352553682,7.0
-4.929056881860407,-2.102633952529902,5.0
2.623586703560008,-3.6848474542810212,5.0
-1.3217269390278796,7.3992733706609055,1.0
2.0685798065288417,7.8019180870474925,1.0
-1.2321652076738152,7.85900309153079,6.0
-5.271811972116217,4.805171930077403,3.0
-0.32800606316867414,-3.8195984086514,1.0
-0.01757433500925685,15.50190280137032,1.0
-14.987559446891549,5.6907934260092645,7.0
-0.6917459407964068,8.380282839587858,6.0
-9.3546035302955,0.7858828717064376,2.0
-3.608283047488672,-0.6987404038563694,5.0
8.035877382549334,9.377410952025576,4.0
-2.4935015713125344,-3.0608222157586504,5.0
-0.1477458148876305,7.7550067265425175,6.0
-3.4307783028055416,0.6185254666759814,3.0
-1.8289817680370615,-0.7435788223685741,5.0
-2.182313684584671,-9.952741648903654,1.0
-1.9464917662494303,10.415583328763448,6.0
-1.816108085649536,8.139369443611027,6.0
-8.737876330825387,11.402333923336835,7.0
-13.444484785162121,8.18420984254417,7.0
-1.4758369727878935,7.591218112477149,6.0
-1.2598904128604362,7.273850442295716,6.0
12.388425559873546,9.343906466154635,4.0
2.3989169511336916,7.36262965963463,4.0
-0.9206602677438926,-3.7076189874101515,3.0
-20.628896609643064,0.923417559599186,2.0
2.623867985384893,8.851694350670986,4.0
-4.470323367552366,-0.7671210085698382,5.0
-9.345897919608419,12.063024144105878,7.0
4.082145712068676,9.016324649330189,4.0
0.3623664222128664,7.074783536898697,6.0
-8.258161362604852,4.560552180224626,3.0
8.82395162531039,1.0407965129245285,5.0
-0.7939904640571739,2.603895674139838,1.0
-1.0208619589344177,0.28624115360436875,1.0
-1.1806359144852658,9.188283274567015,6.0
5.970710332858494,7.9608745165110095,4.0
-0.46993013848683995,7.799318318838888,6.0
2.4714367004140123,8.508680976500452,4.0
-0.9452708933628038,0.3540442196487455,2.0
-1.9050042782010763,8.283640393908541,6.0
0.24390442440717708,-3.1834103863374135,1.0
-2.3432777298516667,2.6602807920809592,3.0
-6.101874200171478,7.302963708956312,7.0
11.981025676980355,1.738675791332489,2.0
-7.378422824846372,4.7530444438954484,3.0
10.488277848254036,9.507151644086798,4.0
-5.9688019335912195,3.3594888596514867,3.0
-0.1819116194342863,-1.681762025712973,2.0
12.961266434861479,10.59877278766851,4.0
11.77513827123752,9.992322228545762,4.0
-11.168427509793762,10.625131237917905,7.0
-12.191177718811481,9.680169679636979,7.0
16.53259115410746,-1.0817545424571162,2.0
-3.747676807492269,18.402863493664057,7.0
-0.10059797811713156,-2.557858444739423,5.0
-5.196823292289824,7.704479267132884,4.0
-2.4041993529001564,9.045018910001621,6.0
-8.545568503638796,0.7712668068266877,2.0
-9.737863711650315,11.237792146039286,7.0
-2.0065364456796946,-1.339686851254458,3.0
-17.81084639332656,-0.2138670928667911,2.0
4.343109244897793,8.432496206837797,4.0
-9.586796436054204,10.379029407616555,7.0
3.1411777337438034,8.441217132758911,4.0
18.91733326737445,1.1171260165817694,2.0
9.473193221391796,9.919438038932375,4.0
-4.32470020734514,-0.21891884004420556,2.0
-9.562919676077886,10.33975706583841,7.0
