x,y,C
-2.0915805506616794,7.536917447924438,3.0
1.0703935559887827,-0.33618051962331286,2.0
-6.052105676082623,7.35998223275979,4.0
5.0586664460236825,8.630222078832553,5.0
-8.023883949161348,6.618204192719164,4.0
0.20841590499656004,4.527992967020613,3.0
1.2476779840423156,1.0697114787221622,3.0
-12.165148476395398,-0.09419561130359219,2.0
3.487475352592939,0.1285027622898572,2.0
-0.5398463838225922,8.645644716782824,5.0
-0.29343264231807004,9.522665473965276,1.0
-10.02425366931062,4.2382632617865,4.0
2.8241622080619706,6.575107732513329,1.0
-6.9194744567215585,1.7651836890381036,2.0
2.406462852285922,6.737039153734966,5.0
-0.9479078548350871,5.720972762484526,3.0
-3.1037649119085806,7.040348886070101,4.0
2.4895835808424356,7.914163767386315,3.0
4.395407917973599,0.9918397199184428,5.0
1.5202607490229862,-5.978526035769174,1.0
7.054396608075116,8.33404906598943,5.0
-11.861157556210248,5.797226720478919,4.0
0.40107690947906094,-10.614018870523923,1.0
5.042242726999293,4.1908271674917685,5.0
-2.2055270477492437,10.41225814032659,4.0
-0.9691061425398547,6.241888442655831,1.0
-2.8562998449622223,8.137025678956688,3.0
-0.22750963096368415,-6.918895653599922,1.0
-11.963122531720117,2.8782270426718854,4.0
-9.630558457449972,4.342882450927261,4.0
-0.5528435906299267,8.037078677994158,3.0
-0.2075091215646872,-3.1521027381146096,1.0
0.5140320119800815,3.8168196657317663,1.0
1.2372320906483507,1.79354750338253,2.0
5.656713847349506,5.920304037916212,5.0
2.3293017181989253,9.36949370118025,5.0
5.468941619110638,7.793893305603793,5.0
2.4151479861144596,-1.5048943273366608,2.0
2.7663227153607806,7.847353230056421,5.0
0.6803336968911776,3.6707134393495813,3.0
1.8932720327831898,-23.26068939628728,1.0
3.8002202679949795,-0.49806599633717946,2.0
1.075798803461991,7.295730877323422,5.0
7.951137699781038,5.122148983491656,5.0
-0.4136441659983144,9.636727530596893,3.0
-6.9978676334699825,5.741417715380143,4.0
-1.2994814192532167,6.8422217640543925,3.0
-0.24049538264815606,2.7066633107611464,1.0
1.960500121850338,2.8755128362769087,3.0
3.873771798410351,8.24081121319645,5.0
-3.384383814871586,1.3242258245041245,2.0
-11.934970224940516,2.714236405346089,4.0
11.458327945624461,-0.28012260163543146,2.0
-13.124609984552297,3.2594787604209494,4.0
-1.6988736345212883,-15.751083798184865,1.0
10.489037369095701,-0.837857777754145,2.0
-4.850179341245474,9.81515762756074,4.0
0.8089999038245219,-0.2300666192874771,2.0
4.182347521838459,8.323599777327495,3.0
7.770995206535866,-1.2333487653559918,2.0
4.295047021185789,-0.6357072353585638,2.0
1.927472808364385,6.057813880452699,5.0
4.71438956500841,7.111112604861118,5.0
-0.3170151837527436,-6.518807012489112,1.0
-1.7301307633249194,-13.99616924113005,1.0
6.273595245507376,4.191390131509073,5.0
2.2832615813762427,7.340958256635699,5.0
-0.9501079414565643,0.7570309539980556,1.0
-0.46534428442839587,17.799953064351143,1.0
0.7342862028642425,-11.084154937658045,1.0
-6.990481339138796,7.697745926860586,4.0
3.812286623212572,7.787256415438595,5.0
18.654522001785878,-1.718522921737918,2.0
0.5253646847847624,5.7006619084652135,5.0
-2.6899545496473305,10.632713004492812,4.0
-11.976071357269436,3.5154776549127673,4.0
5.5671775781452535,7.27728640087825,5.0
-5.048421187619585,6.056615917375743,4.0
-4.998827865085667,-0.5401355863782705,2.0
-9.715993605284494,3.69466947512601,4.0
-0.5046363503049679,27.389532442627,1.0
-0.5142151957125636,4.1085682845609375,1.0
-11.080672254913829,1.287314032710488,2.0
5.3153960294022236,6.730114113536484,5.0
6.050810711981988,3.7648020428623665,5.0
6.839787778161112,6.695773158067915,5.0
